ID,Expected
1270,34
1271,3
1272,29
1273,12
1274,14
1275,7
1276,29
1277,14
1278,3
1279,34
1280,35
1281,1
1282,14
1283,37
1284,3
1285,14
1286,3
1287,27
1288,3
1289,18
1290,12
1291,35
1292,29
1293,15
1294,34
1295,3
1296,34
1297,35
1298,29
1299,3
1300,29
1301,31
1302,3
1303,3
1304,29
1305,34
1306,14
1307,3
1308,12
1309,34
1310,3
1311,34
1312,34
1313,18
1314,3
1315,42
1316,37
1317,34
1318,12
1319,3
1320,3
1321,35
1322,3
1323,29
1324,29
1325,34
1326,14
1327,3
1328,34
1329,14
1330,14
1331,34
1332,3
1333,3
1334,37
1335,35
1336,3
1337,34
1338,35
1339,35
1340,23
1341,14
1342,3
1343,34
1344,12
1345,14
1346,3
1347,35
1348,3
1349,52
1350,29
1351,34
1352,12
1353,15
1354,14
1355,3
1356,14
1357,3
1358,14
1359,35
1360,33
1361,14
1362,54
1363,34
1364,34
1365,3
1366,3
1367,34
1368,16
1369,3
1370,14
1371,35
1372,3
1373,29
1374,35
1375,34
1376,35
1377,34
1378,35
1379,34
1380,3
1381,35
1382,37
1383,29
1384,29
1385,16
1386,3
1387,34
1388,12
1389,3
1390,3
1391,16
1392,3
1393,34
1394,19
1395,35
1396,35
1397,34
1398,3
1399,58
1400,1
1401,35
1402,37
1403,35
1404,3
1405,23
1406,1
1407,3
1408,35
1409,34
1410,35
1411,35
1412,14
1413,35
1414,42
1415,29
1416,35
1417,34
1418,3
1419,34
1420,37
1421,35
1422,23
1423,3
1424,34
1425,34
1426,34
1427,3
1428,3
1429,14
1430,14
1431,34
1432,3
1433,34
1434,29
1435,3
1436,16
1437,34
1438,34
1439,52
1440,35
1441,34
1442,52
1443,31
1444,35
1445,16
1446,3
1447,35
1448,35
1449,34
1450,23
1451,35
1452,3
1453,34
1454,3
1455,34
1456,34
1457,3
1458,35
1459,34
1460,14
1461,31
1462,3
1463,3
1464,34
1465,34
1466,34
1467,40
1468,29
1469,3
1470,3
1471,42
1472,35
1473,34
1474,3
1475,3
1476,29
1477,34
1478,52
1479,27
1480,3
1481,35
1482,35
1483,52
1484,35
1485,35
1486,3
1487,3
1488,35
1489,34
1490,14
1491,16
1492,52
1493,35
1494,15
1495,3
1496,34
1497,35
1498,3
1499,35
1500,34
1501,34
1502,35
1503,34
1504,38
1505,35
1506,14
1507,35
1508,29
1509,3
1510,35
1511,3
1512,3
1513,34
1514,24
1515,35
1516,35
1517,16
1518,14
1519,35
1520,42
1521,34
1522,35
1523,3
1524,3
1525,29
1526,3
1527,35
1528,35
1529,34
1530,14
1531,35
1532,3
1533,35
1534,35
1535,35
1536,34
1537,3
1538,29
1539,14
1540,29
1541,3
1542,29
1543,15
1544,3
1545,34
1546,34
1547,35
1548,14
1549,35
1550,37
1551,34
1552,34
1553,34
1554,3
1555,34
1556,34
1557,34
1558,3
1559,35
1560,3
1561,3
1562,35
1563,14
1564,14
1565,35
1566,34
1567,34
1568,34
1569,35
1570,3
1571,34
1572,29
1573,3
1574,31
1575,35
1576,34
1577,14
1578,3
1579,35
1580,35
1581,34
1582,16
1583,31
1584,16
1585,34
1586,35
1587,3
1588,14
1589,35
1590,34
1591,35
1592,35
1593,14
1594,29
1595,34
1596,14
1597,14
1598,3
1599,34
1600,29
1601,23
1602,29
1603,16
1604,35
1605,3
1606,34
1607,14
1608,34
1609,3
1610,35
1611,34
1612,14
1613,35
1614,23
1615,34
1616,35
1617,14
1618,12
1619,29
1620,34
1621,35
1622,34
1623,34
1624,34
1625,14
1626,34
1627,34
1628,3
1629,3
1630,35
1631,16
1632,14
1633,3
1634,14
1635,3
1636,3
1637,3
1638,35
1639,14
1640,3
1641,35
1642,34
1643,35
1644,35
1645,14
1646,35
1647,14
1648,12
1649,3
1650,29
1651,52
1652,9
1653,34
1654,3
1655,3
1656,19
1657,3
1658,3
1659,52
1660,34
1661,3
1662,35
1663,31
1664,29
1665,35
1666,34
1667,12
1668,3
1669,35
1670,35
1671,35
1672,34
1673,29
1674,3
1675,35
1676,35
1677,34
1678,3
1679,31
1680,35
1681,34
1682,14
1683,3
1684,3
1685,3
1686,14
1687,14
1688,23
1689,42
1690,3
1691,3
1692,14
1693,12
1694,12
1695,3
1696,35
1697,35
1698,62
1699,35
1700,3
1701,34
1702,14
1703,34
1704,34
1705,3
1706,34
1707,30
1708,34
1709,34
1710,35
1711,35
1712,37
1713,34
1714,35
1715,12
1716,35
1717,3
1718,14
1719,16
1720,3
1721,34
1722,14
1723,38
1724,35
1725,35
1726,12
1727,14
1728,30
1729,16
1730,19
1731,1
1732,12
1733,3
1734,35
1735,34
1736,3
1737,3
1738,3
1739,35
1740,34
1741,34
1742,34
1743,15
1744,1
1745,3
1746,23
1747,35
1748,3
1749,35
1750,3
1751,1
1752,18
1753,3
1754,14
1755,34
1756,14
1757,35
1758,3
1759,30
1760,29
1761,14
1762,35
1763,3
1764,18
1765,3
1766,34
1767,3
1768,29
1769,35
1770,35
1771,31
1772,34
1773,3
1774,29
1775,12
1776,3
1777,14
1778,35
1779,34
1780,34
1781,35
1782,34
1783,3
1784,18
1785,14
1786,35
1787,30
1788,35
1789,3
1790,34
1791,23
1792,3
1793,34
1794,35
1795,3
1796,3
1797,52
1798,3
1799,34
1800,3
1801,35
1802,14
1803,34
1804,29
1805,35
1806,16
1807,3
1808,14
1809,16
1810,14
1811,52
1812,35
1813,35
1814,14
1815,34
1816,34
1817,3
1818,3
1819,3
1820,34
1821,34
1822,12
1823,29
1824,3
1825,34
1826,52
1827,29
1828,3
1829,35
1830,14
1831,35
1832,34
1833,29
1834,3
1835,34
1836,3
1837,3
1838,34
1839,32
1840,35
1841,35
1842,34
1843,34
1844,35
1845,29
1846,35
1847,16
1848,34
1849,34
1850,34
1851,12
1852,16
1853,12
1854,24
1855,3
1856,34
1857,14
1858,12
1859,42
1860,3
1861,35
1862,34
1863,14
1864,14
1865,3
1866,29
1867,3
1868,35
1869,35
1870,3
1871,34
1872,58
1873,35
1874,35
1875,34
1876,37
1877,35
1878,35
1879,3
1880,30
1881,34
1882,14
1883,14
1884,45
1885,3
1886,34
1887,16
1888,38
1889,3
1890,14
1891,35
1892,35
1893,34
1894,35
1895,3
1896,35
1897,3
1898,35
1899,35
1900,33
1901,3
1902,18
1903,34
1904,3
1905,35
1906,35
1907,34
1908,12
1909,14
1910,14
1911,3
1912,35
1913,3
1914,14
1915,35
1916,38
1917,52
1918,14
1919,14
1920,14
1921,29
1922,14
1923,33
1924,3
1925,3
1926,35
1927,1
1928,35
1929,35
1930,14
1931,35
1932,3
1933,29
1934,3
1935,3
1936,14
1937,35
1938,3
1939,3
1940,14
1941,3
1942,12
1943,14
1944,3
1945,35
1946,3
1947,35
1948,35
1949,30
1950,3
1951,3
1952,12
1953,3
1954,3
1955,34
1956,34
1957,34
1958,34
1959,3
1960,34
1961,3
1962,34
1963,3
1964,12
1965,35
1966,37
1967,34
1968,12
1969,3
1970,35
1971,16
1972,3
1973,3
1974,3
1975,34
1976,5
1977,3
1978,14
1979,37
1980,35
1981,34
1982,1
1983,3
1984,30
1985,16
1986,3
1987,3
1988,14
1989,34
1990,23
1991,34
1992,60
1993,23
1994,3
1995,12
1996,3
1997,3
1998,3
1999,18
2000,35
2001,3
2002,3
2003,29
2004,34
2005,34
2006,29
2007,14
2008,3
2009,14
2010,3
2011,3
2012,35
2013,34
2014,16
2015,3
2016,35
2017,34
2018,34
2019,34
2020,35
2021,35
2022,3
2023,3
2024,35
2025,29
2026,14
2027,34
2028,3
2029,16
2030,3
2031,35
2032,35
2033,29
2034,35
2035,34
2036,3
2037,37
2038,35
2039,3
2040,3
2041,31
2042,35
2043,35
2044,34
2045,35
2046,3
2047,3
2048,34
2049,3
2050,15
2051,34
2052,34
2053,34
2054,3
2055,35
2056,58
2057,34
2058,1
2059,34
2060,3
2061,35
2062,47
2063,35
2064,29
2065,16
2066,34
2067,34
2068,3
2069,34
2070,35
2071,35
2072,3
2073,29
2074,34
2075,34
2076,34
2077,41
2078,35
2079,33
2080,34
2081,14
2082,34
2083,35
2084,3
2085,34
2086,35
2087,29
2088,35
2089,29
2090,34
2091,34
2092,35
2093,12
2094,3
2095,34
2096,23
2097,3
2098,37
2099,3
2100,35
2101,3
2102,14
2103,34
2104,34
2105,33
2106,29
2107,34
2108,35
2109,3
2110,14
2111,3
2112,35
2113,34
2114,34
2115,34
2116,14
2117,12
2118,35
2119,34
2120,3
2121,34
2122,34
2123,3
2124,34
2125,3
2126,3
2127,35
2128,29
2129,35
2130,31
2131,12
2132,35
2133,35
2134,34
2135,60
2136,3
2137,34
2138,35
2139,37
2140,14
2141,35
2142,3
2143,3
2144,35
2145,3
2146,37
2147,14
2148,3
2149,35
2150,33
2151,3
2152,29
2153,3
2154,3
2155,29
2156,14
2157,14
2158,42
2159,14
2160,35
2161,34
2162,3
2163,38
2164,3
2165,3
2166,12
2167,14
2168,34
2169,34
2170,34
2171,5
2172,35
2173,3
2174,31
2175,35
2176,35
2177,34
2178,34
2179,29
2180,35
2181,3
2182,12
2183,3
2184,12
2185,35
2186,34
2187,34
2188,29
2189,29
2190,34
2191,41
2192,35
2193,34
2194,12
2195,35
2196,35
2197,35
2198,38
2199,35
2200,3
2201,34
2202,34
2203,34
2204,29
2205,35
2206,34
2207,34
2208,37
2209,35
2210,14
2211,16
2212,31
2213,3
2214,12
2215,45
2216,34
2217,12
2218,3
2219,3
2220,34
2221,34
2222,34
2223,3
2224,3
2225,42
2226,23
2227,34
2228,42
2229,5
2230,29
2231,3
2232,34
2233,35
2234,15
2235,35
2236,12
2237,35
2238,35
2239,14
2240,34
2241,34
2242,12
2243,1
2244,35
2245,3
2246,34
2247,34
2248,34
2249,12
2250,3
2251,3
2252,3
2253,35
2254,35
2255,3
2256,29
2257,14
2258,15
2259,34
2260,34
2261,34
2262,3
2263,33
2264,37
2265,34
2266,18
2267,35
2268,34
2269,21
2270,34
2271,24
2272,34
2273,34
2274,35
2275,35
2276,14
2277,3
2278,3
2279,35
2280,15
2281,29
2282,14
2283,35
2284,16
2285,35
2286,29
2287,3
2288,34
2289,3
2290,34
2291,29
2292,35
2293,52
2294,3
2295,18
2296,3
2297,35
2298,42
2299,35
2300,35
2301,37
2302,37
2303,31
2304,12
2305,3
2306,34
2307,3
2308,42
2309,3
2310,3
2311,35
2312,3
2313,34
2314,34
2315,23
2316,35
2317,14
2318,14
2319,18
2320,14
2321,29
2322,3
2323,35
2324,48
2325,35
2326,35
2327,34
2328,59
2329,34
2330,3
2331,3
2332,35
2333,29
2334,3
2335,3
2336,35
2337,16
2338,35
2339,52
2340,34
2341,29
2342,3
2343,31
2344,30
2345,35
2346,34
2347,34
2348,3
2349,3
2350,3
2351,35
2352,12
2353,35
2354,14
2355,35
2356,35
2357,34
2358,3
2359,35
2360,34
2361,31
2362,3
2363,35
2364,6
2365,34
2366,34
2367,3
2368,35
2369,29
2370,18
2371,34
2372,16
2373,34
2374,16
2375,3
2376,30
2377,3
2378,34
2379,34
2380,3
2381,14
2382,3
2383,52
2384,29
2385,34
2386,16
2387,3
2388,3
2389,29
2390,34
2391,50
2392,14
2393,3
2394,34
2395,3
2396,35
2397,14
2398,34
2399,3
2400,14
2401,29
2402,31
2403,34
2404,35
2405,3
2406,29
2407,34
2408,37
2409,29
2410,34
2411,3
2412,12
2413,52
2414,34
2415,3
2416,35
2417,52
2418,3
2419,16
2420,35
2421,3
2422,34
2423,6
2424,42
2425,3
2426,29
2427,29
2428,3
2429,14
2430,35
2431,3
2432,34
2433,35
2434,35
2435,12
2436,6
2437,12
2438,14
2439,34
2440,14
2441,3
2442,37
2443,29
2444,3
2445,3
2446,3
2447,34
2448,12
2449,34
2450,35
2451,35
2452,34
2453,3
2454,3
2455,34
2456,34
2457,35
2458,3
2459,14
2460,29
2461,34
2462,34
2463,3
2464,3
2465,16
2466,12
2467,3
2468,14
2469,34
2470,14
2471,12
2472,3
2473,34
2474,34
2475,3
2476,14
2477,34
2478,31
2479,35
2480,3
2481,12
2482,35
2483,35
2484,34
2485,12
2486,3
2487,35
2488,34
2489,23
2490,34
2491,14
2492,3
2493,3
2494,14
2495,3
2496,3
2497,34
2498,35
2499,34
2500,35
2501,3
2502,3
2503,52
2504,34
2505,29
2506,8
2507,14
2508,3
2509,14
2510,3
2511,1
2512,3
2513,3
2514,35
2515,1
2516,3
2517,34
2518,35
2519,3
2520,34
2521,34
2522,37
2523,3
2524,37
2525,34
2526,52
2527,3
2528,35
2529,3
2530,35
2531,35
2532,14
2533,34
2534,21
2535,3
2536,35
2537,3
2538,3
2539,16
2540,37
2541,3
2542,3
2543,35
2544,34
2545,3
2546,29
2547,3
2548,35
2549,17
2550,3
2551,58
2552,14
2553,37
2554,3
2555,35
2556,16
2557,3
2558,14
2559,3
2560,14
2561,35
2562,40
2563,12
2564,35
2565,34
2566,35
2567,34
2568,16
2569,35
2570,52
2571,29
2572,29
2573,30
2574,34
2575,42
2576,3
2577,34
2578,16
2579,3
2580,52
2581,12
2582,29
2583,14
2584,29
2585,14
2586,34
2587,34
2588,16
2589,3
2590,33
2591,14
2592,34
2593,3
2594,3
2595,3
2596,14
2597,35
2598,14
2599,3
2600,3
2601,3
2602,3
2603,54
2604,12
2605,23
2606,23
2607,14
2608,15
2609,12
2610,35
2611,3
2612,35
2613,34
2614,34
2615,35
2616,34
2617,12
2618,29
2619,3
2620,35
2621,29
2622,34
2623,35
2624,16
2625,35
2626,35
2627,34
2628,35
2629,3
2630,34
2631,3
2632,14
2633,35
2634,35
2635,3
2636,35
2637,3
2638,34
2639,34
2640,35
2641,12
2642,34
2643,3
2644,30
2645,30
2646,34
2647,35
2648,35
2649,35
2650,30
2651,35
2652,1
2653,35
2654,35
2655,35
2656,29
2657,35
2658,35
2659,20
2660,35
2661,3
2662,34
2663,29
2664,14
2665,3
2666,35
2667,3
2668,35
2669,38
2670,34
2671,52
2672,34
2673,35
2674,3
2675,34
2676,12
2677,3
2678,6
2679,34
2680,12
2681,34
2682,1
2683,14
2684,3
2685,3
2686,14
2687,34
2688,35
2689,1
2690,52
2691,3
2692,35
2693,29
2694,3
2695,29
2696,16
2697,34
2698,30
2699,29
2700,35
2701,29
2702,35
2703,14
2704,33
2705,12
2706,14
2707,16
2708,34
2709,3
2710,58
2711,3
2712,30
2713,3
2714,35
2715,29
2716,34
2717,3
2718,3
2719,35
2720,34
2721,34
2722,14
2723,54
2724,3
2725,34
2726,12
2727,35
2728,34
2729,14
2730,1
2731,34
2732,35
2733,3
2734,12
2735,35
2736,34
2737,29
2738,14
2739,34
2740,31
2741,3
2742,3
2743,29
2744,3
2745,14
2746,3
2747,3
2748,42
2749,34
2750,3
2751,3
2752,12
2753,14
2754,35
2755,23
2756,52
2757,49
2758,35
2759,3
2760,12
2761,40
2762,35
2763,3
2764,35
2765,14
2766,23
2767,34
2768,3
2769,19
2770,35
2771,34
2772,52
2773,3
2774,29
2775,12
2776,35
2777,34
2778,3
2779,57
2780,35
2781,34
2782,34
2783,34
2784,29
2785,1
2786,3
2787,31
2788,34
2789,52
2790,34
2791,16
2792,12
2793,35
2794,34
2795,35
2796,35
2797,3
2798,35
2799,14
2800,14
2801,34
2802,35
2803,34
2804,14
2805,14
2806,54
2807,35
2808,34
2809,3
2810,35
2811,34
2812,14
2813,3
2814,14
2815,35
2816,3
2817,35
2818,29
2819,35
2820,35
2821,12
2822,34
2823,35
2824,35
2825,3
2826,35
2827,35
2828,3
2829,35
2830,34
2831,29
2832,3
2833,29
2834,3
2835,35
2836,3
2837,34
2838,12
2839,3
2840,34
2841,34
2842,35
2843,35
2844,34
2845,14
2846,3
2847,3
2848,3
2849,34
2850,3
2851,34
2852,34
2853,29
2854,3
2855,14
2856,27
2857,35
2858,29
2859,31
2860,3
2861,35
2862,3
2863,3
2864,3
2865,3
2866,14
2867,30
2868,35
2869,35
2870,3
2871,35
2872,34
2873,35
2874,14
2875,35
2876,14
2877,14
2878,46
2879,34
2880,12
2881,34
2882,34
2883,3
2884,3
2885,35
2886,3
2887,3
2888,3
2889,29
2890,35
2891,35
2892,18
2893,35
2894,14
2895,35
2896,12
2897,3
2898,34
2899,34
2900,31
2901,34
2902,34
2903,14
2904,35
2905,34
2906,14
2907,35
2908,34
2909,12
2910,35
2911,34
2912,35
2913,3
2914,14
2915,3
2916,34
2917,34
2918,34
2919,12
2920,35
2921,34
2922,3
2923,34
2924,3
2925,34
2926,34
2927,3
2928,31
2929,34
2930,34
2931,3
2932,34
2933,34
2934,34
2935,3
2936,35
2937,35
2938,3
2939,34
2940,35
2941,35
2942,34
2943,3
2944,29
2945,14
2946,34
2947,3
2948,3
2949,34
2950,34
2951,3
2952,41
2953,42
2954,3
2955,12
2956,54
2957,12
2958,34
2959,3
2960,3
2961,35
2962,35
2963,3
2964,35
2965,35
2966,31
2967,34
2968,3
2969,62
2970,35
2971,35
2972,34
2973,29
2974,1
2975,35
2976,14
2977,3
2978,34
2979,3
2980,3
2981,3
2982,14
2983,35
2984,29
2985,35
2986,35
2987,23
2988,3
2989,59
2990,16
2991,3
2992,34
2993,3
2994,14
2995,3
2996,1
